Title,IMDB id,Year,Rating,Genre,Top_cast
Heyy Babyy,tt0806088,2007,6,"Comedy, Drama","Akshay Kumar, Fardeen Khan, Riteish Deshmukh "
Jaane Bhi Do Yaaro,tt0085743,1983,8.3,"Comedy, Crime, Drama","Naseeruddin Shah, Ravi Baswani, Bhakti Barve  "
Karan Arjun,tt0113526,1995,6.8,"Action, Drama, Fantasy, Romance ","Rakhee Gulzar, Salman Khan, Shah Rukh Khan  "
Death Race,tt0452608,2008,6.4," Action, Sci-Fi, Thriller","Jason Statham, Joan Allen, Ian McShane  "
Paheli,tt0451850,2005,6.4,"Comedy, Drama, Fantasy, Musical, Romance"," Shah Rukh Khan, Rani Mukerji, Anupam Kher  "
Yes Boss,tt0120540,1997,6.7,"Comedy, Drama, Musical, Romance","Shah Rukh Khan, Juhi Chawla, Aditya Pancholi  "
Mumbai Diaries,tt12714854,2021,8.6,"Drama, Thriller","Mohit Raina, Konkona Sen Sharma, Tina Desai  "
Chachi 420,tt0233422,1997,7.4,"Comedy, Drama, Family, Romance","Kamal Haasan, Amrish Puri, Om Puri  "
Kites,tt1198101,2010,6,"Action, Drama, Romance, Thriller","Hrithik Roshan, Bárbara Mori, Nicholas Brown  "
Housefull,tt1573072,2010,5.5,"Comedy, Drama"," Kriti Sanon, Akshay Kumar, Mithun Chakraborty  "
Dhamaal,tt0845448,2007,7.5,"Action, Adventure, Comedy","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi  "
Vaastav: The Reality,tt0220832,1999,8,"Action, Crime, Drama, Thriller","Sanjay Dutt, Namrata Shirodkar, Reema Lagoo  "
Aankhen,tt0106204,2002,7.4,"Crime, Drama, Thriller ","Amitabh Bachchan, Akshay Kumar, Sushmita Sen  "
Madaari,tt5713232,2016,7.6,"Drama, Thriller","Irrfan Khan, Jimmy Shergill, Vishesh Bansal  "
Hungama,tt0371735,2003,7.6,"Comedy, Drama, Romance","Akshaye Khanna, Aftab Shivdasani, Rimi Sen  "
NH 10,tt3742284,2015,7.2,"Action, Crime, Drama, Horror, Thriller","Anushka Sharma, Neil Bhoopalam, Darshan Kumaar  "
Psycho Raman,tt5662932,2016,7.3,"Crime, Drama, Thriller","Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dh...  "
Ajab Prem Ki Ghazab Kahani,tt1252596,2009,6.4,"Action, Comedy, Musical, Romance"," Ranbir Kapoor, Katrina Kaif, Darshan Jariwala  "
Peepli [Live],tt1447508,2010,7.4,"Comedy, Drama","Onkar Das Manikpuri, Raghubir Yadav, Shalini V...  "
October,tt0099810,1999,7.8,"Biography, Drama, Family","Jake Gyllenhaal, Chris Cooper, Laura Dern "
MSG: The Messenger of God,tt4107858,2015,6," Action, Comedy, Drama, Fantasy","Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora S...  "
Fashion,tt0964516,2008,6.9,"Drama, Romance","Priyanka Chopra Jonas, Kangana Ranaut, Mugdha ...  "
Brothers,tt0185906,2009,7.1,"Drama, Thriller, War","Tobey Maguire, Jake Gyllenhaal, Natalie Portman  "
Paa,tt1532957,2009,7.1,"Comedy, Drama ","Amitabh Bachchan, Abhishek Bachchan, Vidya Balan  "
Kesari,tt6264938,2019,7.4,"Action, Drama, History, Thriller, War","Akshay Kumar, Parineeti Chopra, Suvinder Vicky"
Roja,tt0105271,1992,8.1,"Drama, Romance, Thirller","Arvind Sami, Madhoo, Pankaj Kapur, Nassar"
Johnny Gaddaar,tt1077248,2007,7.9,"Crime, Drama, Mystery, Thriller","Dharmendra, Rimi Sen, Ashwini Kalsekar  "
Go Goa Gone,tt2436516,2013,6.6,"Action, Adventure, Comedy, Horror, Sci-Fi","Saif Ali Khan, Kunal Kemmu, Vir Das  "
Irudhi Suttru,tt5310090,2016,7.6,"Action, Drama, Sport","Madhavan, Ritika Singh, Nassar  "
Hey Ram,tt0222012,2000,7.9,"Crime, Drama, History","Kamal Haasan, Shah Rukh Khan, Rani Mukerji"
Bheja Fry,tt1014672,2007,7.6,"Comedy, Drama ","Vinay Pathak, Rajat Kapoor, Sarika Thakur  "
Te3n,tt4814290,2016,7.2,"Crime, Drama, Mystery, Thriller","Amitabh Bachchan, Nawazuddin Siddiqui, Vidya B...  "
Tees Maar Khan,tt1572311,2010,2.7,"Comedy, Crime","Akshay Kumar, Katrina Kaif, Akshaye Khanna  "
Chupke Chupke,tt0072783,1975,8.3,"Comedy, Drama, Romance","Dharmendra, Sharmila Tagore, Amitabh Bhachchan"
Table No. 21,tt2229842,2013,7.2,"Adventure, Drama, Thriller","Paresh Rawal, Rajeev Khandelwal, Tina Desai  "
Ghulam,tt0190419,1998,7.2,"Action, Crime, Drama, Romance, Thriller ","Aamir Khan, Rani Mukerji, Rajit Kapoor"
Shaadi Mein Zaroor Aana,tt7469726,2017,7.5,"Drama, Romance","Rajkummar Rao, Kriti Kharbanda, K.K. Raina  "
The Ghazi Attack,tt6299040,2017,7.5,"Action, Thriller, War","Rana Daggubati, Kay Kay Menon, Atul Kulkarni"
Partner,tt0807758,2007,5.8,"Comedy, Drama, Romance","Salman Khan, Govinda, Lara Dutta, Katrina Kaif"
Don,tt0461936,2006,7.1,"Action, Crime, Thriller","Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal"
No One Killed Jessica,tt1734110,2011,7.2,"Biography, Crime, Drama, Thriller ","Rani Mukerji, Vidya Balan, Myra Karn  "
Maine Pyar Kiya,tt0100095,1989,7.3,"Drama, Musical, Romance    ","Salman Khan, Bhagyashree Patwardhan, Alok Nath  "
Gold,tt1800302,2016,6.7,"Biography, Crime, Drama, Mystery     ","Matthew McConaughey, Edgar Ramírez, Bryce Dall...  "
Humpty Sharma Ki Dulhania,tt3678938,2014,6,"Comedy, Drama, Romance  ","Varun Dhawan, Alia Bhatt, Ashutosh Rana  "
Life in a Metro,tt0800956,2007,7.4,"Comedy, Drama, Musical, Romance   ","Dharmendra, Gautam Kapur, Irrfan Khan  "
Tere Bin Laden,tt1629391,2010,7.2,"Comedy, Drama ","Ali Zafar, Pradhuman Singh, Piyush Mishra  "
No Entry,tt0451833,2005,6.6,"Comedy, Drama, Musical, Romance  ","Salman Khan, Anil Kapoor, Fardeen Khan  "
Mohenjo Daro,tt3859980,2016,5.6,"Action, Adventure, Drama, History","Hrithik Roshan, Pooja Hegde, Kabir Bedi  "
Qayamat Se Qayamat Tak,tt0095936,1988,7.4,"Drama, Musical, Romance","Aamir Khan, Juhi Chawla, Goga Kapoor"
Boss,tt2571140,2013,5.1,"Action, Comedy, Crime, Drama","Akshay Kumar, Shiv Panditt, Mithun Chakraborty"
Fukrey,tt26445483,2013,6.9,"Comedy, Drama, Romance","Pulkit Samrat, Varun Sharma, Ali Fazal"
New York,tt1328634,2009,6.8,"Crime, Drama, Thriller","John Abraham, Katrina Kaif, Neil Nitin Mukesh"
Mardaani,tt3495000,2014,7.3,"Action, Crime, Drama, Thriller","Rani Mukerji, Jisshu Sengupta, Anant Vidhaat"
Billu,tt1230448,2009,6.4,"Comedy, Drama","Irrfan Khan, Lara Dutta, Om Puri"
Karthik Calling Karthik,tt1373156,2010,7.1,"Drama, Mystery, Romance, Thriller","Farhan Akhtar, Deepika Padukone, Ram Kapoor  "
Bachna Ae Haseeno,tt1182972,2008,6.2,"Comedy, Drama, Romance","Ranbir Kapoor, Deepika Padukone, Bipasha Basu  "
Karwaan,tt7919680,2018,7.6,"Adventure, Comedy, Drama","Irrfan Khan, Dulquer Salmaan, Mithila Palkar  "
Gunda,tt0497915,1998,7.3,"Action, Comedy, Crime ","Mithum Chakraborty, Mukesh Rishi, Mohan Joshi"
Ishqiya,tt12718412,2020,8,"Drama, Romance","Mehrunisa Iqbal, Hania Aamir, Feroze Khan  "
Gadar: Ek Prem Katha,tt0284137,2001,7.3,"Action, Drama, Romance"," Sunny Deol, Ameesha Patel, Amrish Puri  "
Bhagam Bhag,tt0805184,2006,6.6,"Comedy, Drama, Mystery, Thriller","Akshay Kumar, Govinda, Paresh Rawal  "
Mary Kom,tt3001638,2014,6.8,"Action, Biography, Drama, Sport","Priyanka Chopra Jonas, Sunil Thapa, Robin Das  "
Deewaar,tt0072860,1975,8,"Action, Crime, Drama, Thriller","Amitabh Bachchan, Shashi Kapoor, Nirupa Roy "
Ishq,tt0133024,1997,6.8,"Action. Comedy, Drama, Musical, Romance","Aamir Khan, Ajay Devagn, Juhi Chawla, Kajol"
Shivaay,tt3771536,2016,6.1,"Action, Adventure, Crime, Drama, Thriller","Ajay Devgn, Abigail Eames, Erika Kaar  "
Shanghai,tt0184894,2010,6.3,"Crime, Drama, Mystery, Romance, Thriller","John Cusack, Gong Li, Chow Yun-Fat  "
Kalank,tt6988116,2019,3.6,"Drama, Romance"," Kriti Sanon, Alia Bhatt, Kiara Advani  "
Waqt: The Race Against Time,tt0390614,2005,6.7,"Comedy, Drama, Family, Musical, Romance"," Amitabh Bachchan, Akshay Kumar, Priyanka Chopr...  "
Aitraaz,tt0418460,2004,6.6,"Drama, Romance, Thriller","Akshay Kumar, Kareena Kapoor, Priyanka Chopra ...  "
Luck by Chance,tt0886539,2009,7.1,Drama," Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor  "
Mangal Pandey,tt0346457,2005,6.5,"Biography, Drama, History, War","Aamir Khan, Rani Mukerji, Toby Stephens  "
The Bride of Badrinath,tt0101862,2017,6.1,"Comedy, Drama, Romance","Varun Dhawan, Alia Bhatt, Sahil Vaid"
Josh,tt0151150,2000,6.1,"Action, Drama, Musical, Romance","Shan Rukh Khan, Aishwarya Rai, Chandrachur Singh"
Shootout at Lokhandwala,tt0811066,2007,7.1,"Action, Crime, Drama, History, Thriller ","Amitabh Bachchan, Sanjay Dutt, Suniel Shetty  "
Taxi No. 9 2 11: Nau Do Gyarah,tt0476884,2006,7.3,"Comedy, Drama, Thriller","Nana Patekar, John Abraham, Sonali Kulkarni  "
Khatta Meetha,tt1455811,2010,5.9,"Comedy, Crime, Drama","Akshay Kumar, Trisha Krishnan, Kulbhushan Khar...  "
Ankhon Dekhi,tt3614516,2013,7.9,"Comedy, Drama","Sanjay Mishra, Seema Pahwa, Rajat Kapoor  "
Parineeta,tt10592082,2005,7.2,"Drama, Musical, Romance","Saif Ali Khan, Vidya Balan, Sanjay Dutt  "
Rangeela,tt0114234,1995,7.4,"Comedy, Drama, Musical, Romance","Aamir Khan, Urmila Matondkar, Jackie Shroff  "
D-Day,tt2385104,2013,7.2," Action, Thriller","Rishi Kapoor, Irrfan Khan, Arjun Rampal  "
Mere Brother Ki Dulhan,tt1740710,2011,5.9,"Comedy, Drama, Family, Romance","Imran Khan, Katrina Kaif, Ali Zafar  "
MSG 2 the Messenger,tt4921860,2015,7.1,"Action, Comedy, Drama, Fantasy, Horror","Muntazir Ahmad, Charanpreet Insan, Honeypreet ...  "
Dhadak,tt7638344,2018,4.6,"Drama, Romance","Janhvi Kapoor, Ishaan Khattar, Ashutosh Rana  "
Patiala House,tt1535467,2011,5.6,"Drama, Sport ","Rishi Kapoor, Dimple Kapadia, Akshay Kumar  "
Trapped,tt3561180,2015,8,"Crime, Drama, Mystery, Thriller","Ólafur Darri Ólafsson, Ilmur Kristjánsdóttir, ...  "
Vivah,tt0494290,2006,6.6,"Drama, Musical, Romance","Shahid Kapoor, Amrita Rao, Anupam Kher  "
Son of Sardaar,tt2178508,2012,4.2,"Action, Comedy, Romance","Ajay Devgn, Sanjay Dutt, Sonakshi Sinha "
Jagga Jasoos,tt4129428,2017,6.4,"Action, Adventure, Comedy, Musical, Mystery","Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee  "
Hichki,tt6588966,2018,7.5," Comedy, Drama","Rani Mukerji, Neeraj Kabi, Pankaj Anand  "
Ladies vs. Ricky Bahl,tt1954598,2011,6,"Comedy, Crime, Drama, Romance  ","Ranveer Singh, Anushka Sharma, Parineeti Chopra  "
The Dirty Picture,tt1954206,2011,6.6,"Biography, Comedy, Drama, Musical, Romance","Vidya Balan, Emraan Hashmi, Tusshar Kapoor  "
Yuva,tt0382383,2004,7.3,"Action, Drama, Thriller","Ajay Devgn, Abhishek Bachchan, Rani Mukerji  "
Maqbool,tt0379370,2003,8,"Crime, Drama, Thriller"," Irrfan Khan, Tabu, Pankaj Kapur "
Phantom,tt3469244,2015,5.9,"Action, Drama, Thriller","Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty"
Salaam Bombay!,tt0096028,1988,7.9," Crime, Drama","Shafiq Syed, Anjaan, Amrit Patel  "
Mother India,tt0050188,1957,7.8," Action, Comedy, Drama, Family, Musical","Nargis, Sunil Dutt, Rajendra Kumar Tuli  "
Agneepath,tt1849718,2012,6.9,"Action, Crime, Drama ","Hrithik Roshan, Priyanka Chopra Jonas, Sanjay ...  "
Koyla,tt0136352,1997,6.2,"Action, Drama, Musical, Romance, Thriller","Shah Rukh Khan, Madhuri Dixit, Amrish Puri  "
Baaghi 2,tt6843812,2018,4.8,"Action, Crime, Drama, Mystery, Thriller","Disha Patani, Jacqueline Fernandez, Tiger Shroff  "
Shaitan,tt1836912,2011,7.2," Action, Crime, Drama, Thriller","Kalki Koechlin, Shiv Panditt, Gulshan Devaiah  "
Jaan-E-Mann: Let's Fall in Love... Again,tt0456481,2006,6.1,"Comedy, Drama, Musical, Romance","Salman Khan, Akshay Kumar, Preity G Zinta  "
Bol Bachchan,tt1728986,2012,5.6,"Action, Comedy","Amitabh Bachchan, Ajay Devgn, Abhishek Bachchan  "
Ajnabee,tt0278291,2001,6.3,"Action, Crime, Drama, Mystery, Romance, Thriller","Akshay Kumar, Bobby Deol, Kareena Kapoor  "
Himmatwala,tt2344678,1983,4.7,"Action, Comedy, Drama","Sridevi, Jeetendra, Amjad Khan  "
Heropanti 2,tt11873440,2022,2.4,"Action, Comedy, Crime, Romance","Simon Ellis, Kriti Sanon, Nawazuddin Siddiqui  "
Judwaa 2,tt5456546,2017,3.6,"Action, Comedy","Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu  "
Manikarnika: The Queen of Jhansi,tt6903440,2019,6.4,"Action, Biography, Drama, History","Kangana Ranaut, Danny Denzongpa, Suresh Oberoi  "
Mom,tt2660806,2017,7.2,"Crime, Drama, Thriller","Sridevi, Sajal Ali, Akshaye Khanna, Adnan Siddiqui"
Golmaal Again,tt1806913,2017,5,"Action, Comedy, Fantasy, Horror","Ajay Devgn, Arshad Warsi, Tabu,"
MSG the Warrior: Lion Heart,tt6040012,2016,7.2,"Action, Adventure, Fantasy, Sci-Fi"," Muntazir Ahmad, Gaurav Sharma Influencer, Asho...  "
CC2C,tt1091229,2009,4.2,"Action, Adventure, Comedy, Drama, Fantasy","Akshay Kumar, Mithun Chakraborty, Deepika Padu...  "
Sachin - A Billion Dreams,tt4640206,2017,8.5,"Documentary, Sport ","Sachin Tendulkar, Mikail Gandhi, Anjali Tendulkar  "
Humshakals,tt3036740,2014,1.7,"Comedy, Drama, Romance","Saif Ali Khan, Riteish Deshmukh, Ram Kapoor  "
Mission Mangal,tt9248972,2019,6.5,"Drama, History"," Akshay Kumar, Vidya Balan, Taapsee Pannu  "
Mohra,tt0110546,1994,7.5,"Action, Drama, Thriller","Akshay Kumar, Suniel Shetty, Raveena Tandon  "
Awara Paagal Deewana,tt0319020,2002,6.2,"Action, Comedy, Crime, Drama, Thriller","Akshay Kumar, Suniel Shetty, Aftab Shivdasani  "
I Hate Luv Storys,tt1667838,2010,5.7,"Comedy, Drama, Romance","Imran Khan, Sonam Kapoor, Sammir Dattani  "
Bhoothnath,tt0991346,2008,6.4,"Comedy, Drama, Family, Fantasy, Horror","Amitabh Bachchan, Juhi Chawla, Satish Shah  "
Chup Chup Ke,tt0464160,2006,6.9,"Comedy, Drama, Romance","Kareena Kapoor, Shahid Kapoor, Paresh Rawal  "
Khoobsurat,tt3554418,2014,6.4," Comedy, Romance","Sonam Kapoor, Fawad Khan, Ratna Pathak Shah  "
Singh Is Bliing,tt3696192,2015,5," Action, Comedy, Romance","Akshay Kumar, Amy Jackson, Lara Dutta  "
Saawariya,tt0758053,2007,5.2,"Drama, Musical, Romance","Rani Mukerji, Ranbir Kapoor, Sonam Kapoor  "
Main Tera Hero,tt2762334,2014,5.1,"Action, Comedy, Romance","Varun Dhawan, Ileana D'Cruz, Nargis Fakhri  "
It's Entertainment,tt2978626,2014,4.5,"Action, Comedy, Drama","Akshay Kumar, Tamannaah Bhatia, Junior  "
Socha Na Tha,tt0451919,2005,7.4,"Comedy, Drama, Romance","Abhay Deol, Ayesha Takia, Ayesha Jhulka  "
Raju Ban Gaya Gentleman,tt0173102,1992,6.7,"Comedy, Musical, Romance","Shah Rukh Khan, Juhi Chawla, Nana Patekar  "
Shubh Mangal Savdhan,tt6971752,2017,6.9,"Comedy, Romance","Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa "
Veer,tt1185412,2010,4.6,"Action, Adventure, Drama, Romance, War","Salman Khan, Jackie Shroff, Mithun Chakraborty"
Sarkar Raj,tt0490210,2008,6.7,"Action, Crime, Drama"," Shah Rukh Khan, Preity G Zinta, Rani Mukerji  "
Rob Roy,tt0114287,1995,6.9,"Adventure, Biography, Drama, History","Amitabh Bachchan, Abhishek Bachchan, Aishwarya...  "
Singham Returns,tt2309764,2014,5.7,"Action, Crime, Drama "," Liam Neeson, Jessica Lange, John Hurt  "
Agent Vinod,tt1395025,2012,5.2,"Action, Adventure, Thriller","Ajay Devgn, Kareena Kapoor, Amole Gupte  "
The Hitchhiker's Guide to the Galaxy,tt0371724,2005,6.7," Adventure, Comedy, Sci-Fi"," Kareena Kapoor, Saif Ali Khan, Ravi Kishan  "
Dedh Ishqiya,tt2675978,2014,7," Comedy, Drama, Romance, Thriller","Bill Bailey, Anna Chancellor, Warwick Davis  "
Rocky Handsome,tt3410408,2016,6.8,"Action, Crime, Drama, Thriller","Naseeruddin Shah, Huma Qureshi, Madhuri Dixit  "
Shamitabh,tt3836958,2015,6.7,Drama     ,"John Abraham, Nishikant Kamat, Sharad Kelkar  "
Force,tt1992138,2011,6.5,"Action, Crime, Drama, Romance, Thriller","John Abraham, Genelia Deshmukhz Vidyut Jammwal"
Duplicate,tt0164550,1998,5.5,"Action, Crime, Drama, Romance, Thriller","Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Kajol"
Befikre,tt5108476,2016,4.1,"Comedy, Drama, Romance"," Ranveer Singh, Vaani Kapoor, Djinda Kane  "
Mughal-E-Azam,tt0054098,1960,8.1,"Drama, Romance, War","Prithviraj Kapoor, Madhubala, Dilip Kumar  "
Page 3,tt15741104,2005,7.3,Drama     ,"Konkona Sen Sharma, Atul Kulkarni, Sandhya Mridul  "
Delhi-6,tt1043451,2009,6.2,Drama     ,"Waheeda Rehman, Abhishek Bachchan, Sonam Kapoor  "
Raja Hindustani,tt0117437,1996,6.1,"Action, Comedy, Drama, Musical, Romance","Aamir Khan, Karisma Kapoor, Suresh Oberoi  "
Golmaal Returns,tt1092005v,2008,5.2,"Comedy, Crime, Mystery","Ajay Devgn, Kareena Kapoor, Arshad Warsi  "
Ram Gopal Varma Ki Aag,tt0473310,2007,1.4,"Action, Adventure, Comedy, Crime, Musical","Amitabh Bachchan, Mohanlal, Ajay Devgn  "
De Dana Dan,tt1255951,2009,5.8,"Action, Comedy, Crime ","Akshay Kumar, Suniel Shetty, Katrina Kaif  "
Dhadkan,tt0255111,2000,6.5,"Drama, Romance","Akshay Kumar, Shilpa Shetty Kundra, Suniel Shetty  "
O Saathiya,tt26243612,2023,6.7,"Comedy, Musical, Romance","Aryan Gowra, Mishti Chakravarty, Kalpalatha  "
Phir Bhi Dil Hai Hindustani,tt0222270,2000,6.1,"Comedy, Drama, Musical, Romance","Shah Rukh Khan, Juhi Chawla, Johny Lever  "
Amar Akbar Anthony,tt0075669,1977,7.4,"Action, Comedy, Drama, Music","Vinod Khanna, Rishi Kapoor, Amitabh Bachchan  "
Children's Party,tt1841542,2011,7.5," Comedy, Drama, Family","Irfan Khan, Sanath Menon, Rohan Grover  "
Love Per Square Foot,tt7853242,2018,7.2,"Comedy, Romance","Vicky Kaushal, Angira Dhar, Alankrita Sahai  "
Rehnaa Hai Terre Dil Mein,tt0299108,2001,7.5,"Comedy, Drama, Musical, Romance","Madhavan, Saif Ali Khan, Dia Mirza  "
Salaam Namaste,tt0456165,2005,6.1,"Comedy, Drama, Romance","Saif Ali Khan, Preity G Zinta, Arshad Warsi  "
Ishaqzaade,tt2308773,2012,6.5,"Action, Drama, Romance","Arjun Kapoor, Parineeti Chopra, Gauahar Khan  "
Once Upon a Time in Mumbaai,tt1395054,2010,7.4,"Action, Crime, Drama, Romance","Ajay Devgn, Emraan Hashmi, Kangana Ranaut  "
Baaghi,tt4864932,2016,5.3,"Action, Romance, Thriller","Tiger Shroff, Shraddha Kapoor, Sudheer Babu Po...  "
Ek Main Aur Ekk Tu,tt1703958,2012,5.8,"Comedy, Drama, Romance","Kareena Kapoor, Zenobia Shroff, Imran Khan  "
Hum Tumhare Hain Sanam,tt0222024,2002,5.4,"Comedy, Drama, Romance","Shah Rukh Khan, Madhuri Dixit, Salman Khan  "
Manorama: Six Feet Under,tt0920464,2007,7.5,"Crime, Drama, Mystery, Thriller","Abhay Deol, Gul Panag, Raima Sen  "
Ek Hasina Thi,tt0352314,2004,7.5,"Action, Crime, Drama, Mystery, Thrille","Saif Ali Khan, Urmila Matondkar, Seema Biswas  "
Hum Saath-Saath Hain,tt0216817,1999,6.3,"Drama, Musical","Mohnish Behl, Salman Khan, Saif Ali Khan  "
Viceroy's House,tt4977530,2017,6.7,"Biography, Drama, History, Romance","Hugh Bonneville, Gillian Anderson, Manish Dayal  "
Mission Kashmir,tt0248185,2000,6.6,"Action, Drama, Thriller","Sanjay Dutt, Hrithik Roshan, Preity G Zinta  "
Dishoom,tt3679060,2016,5.1,"Action, Adventure, Comedy","John Abraham, Varun Dhawan, Jacqueline Fernandez  "
Murder Mystery 2,tt15255288,2023,5.7,"Action, Comedy, Crime, Mystery, Romance"," Adam Sandler, Jennifer Aniston, Mark Strong  "
Finding Fanny,tt3142688,2014,5.7,"Adventure, Comedy, Drama, Romance","Deepika Padukone, Naseeruddin Shah, Basilo Dias  "
Awarapan,tt1020937,2007,7.4,"Action, Crime, Drama, Romance, Thriller","Emraan Hashmi, Mrinalini Sharma, Ashish Vidyarthi  "
Sui Dhaaga: Made in India,tt7147540,2018,6.8,"Comedy, Drama","Varun Dhawan, Anushka Sharma, Raghubir Yadav  "
Ship of Theseus,tt1773764,2012,8,Drama,"Aydah El-Kashef, Yogesh Shah, Faraz Khan  "
No Smoking,tt0995740,2007,7.3,"Drama, Horror, Mystery, Thriller","John Abraham, Ayesha Takia, Paresh Rawal  "
Matru Ki Bijlee Ka Mandola,tt2106537,2013,5.6,"Comedy, Drama","Anushka Sharma, Shabana Azmi, Imran Khan  "
Hulchul,tt0437238,2004,7,"Action, Comedy, Drama, Romance"," Akshaye Khanna, Kareena Kapoor, Amrish Puri  "
Bunty Aur Babli,tt0448206,2005,6.2,"Comedy, Crime, Drama, Romance"," Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan  "
Husband Material,tt5474036,2018,6.9,"Comedy, Drama, Romance","Taapsee Pannu, Abhishek Bachchan, Vicky Kaushal  "
Shuddh Desi Romance,tt2988272,2013,5.8,"Comedy, Drama, Romance","Sushant Singh Rajput, Parineeti Chopra, Vaani ...  "
Anjaana Anjaani,tt1499201,2010,5.7,"Comedy, Drama, Musical, Romance","Priyanka Chopra Jonas, Ranbir Kapoor, Pooja Kumar  "
Deewana,tt0126871,1992,6.7,"Action, Comedy, Drama, Musical, Romance","Rishi Kapoor, Divya Bharti, Shah Rukh Khan  "
Saajan,tt0102825,1991,7.2," Drama, Musical, Romance","Sanjay Dutt, Madhuri Dixit, Salman Khan  "
Dasvidaniya,tt1288638,2008,7.8,"Comedy, Drama","Vinay Pathak, Sarita Joshi, Rajat Kapoor  "
Baar Baar Dekho,tt5197544,2016,5.4,"Action, Comedy, Drama, Romance, Sci-Fi","Sidharth Malhotra, Katrina Kaif, Sayani Gupta  "
Lipstick Under My Burkha,tt4807830,2016,6.8,"Comedy, Drama","Aahana Kumra, Ratna Pathak Shah, Konkona Sen S...  "
Half Girlfriend,tt5474042,2017,4.6,"Drama, Romance  "," Vikrant Massey, Shraddha Kapoor, Arjun Kapoor  "
Batla House,tt8869978,2019,7.2,"Action, Crime, Drama, History, Thriller    ","Mrunal Thakur, Nora Fatehi, John Abraham  "
Mr. & Mrs. Khiladi,tt0162480,1997,6.3,"Comedy, Drama, Romance   ","Akshay Kumar, Juhi Chawla, Paresh Rawal  "
The Accidental Prime Minister,tt6986710,2019,6,"Biography, Drama ","Anupam Kher, Akshaye Khanna, Suzanne Bernert  "
Anjaam,tt10717738,2020,7.9,"Crime, Mystery, Thriller  "," Kunchacko Boban, Jinu Joseph, Unnimaya Prasad  "
The Tashkent Files,tt8108268,2019,8.1," Drama, Mystery, Thriller  ","Shweta Basu Prasad, Mithun Chakraborty, Naseer...  "
Padosan,tt8108268,2024,NaN,Drama,"Sreoshi Chatterje,Roma Shankar, Harry khatri"
Satyameva Jayate,tt30972533,2018,5.7,"Action, Crime, Drama, Thriller  ","John Abraham, Manoj Bajpayee, Aisha Sharma  "
The Brawler,tt8202612,2019,4.8,"Biography, Crime, Drama, History, Romance, Sport    ","Zach McGowan, Amy Smart, Joe Pantoliano  "
Grand Masti,tt7180544,2013,4.5,"Comedy, Drama, Thriller   ","Vivek Oberoi, Riteish Deshmukh, Aftab Shivdasani  "
Masti,tt2476154,2004,6.2,"Comedy, Crime, Mystery, Thriller ","Ajay Devgn, Vivek Oberoi, Aftab Shivdasani  "
Stanley Ka Dabba,tt0406977,2011,7.8," Comedy, Drama, Family  ","Partho A. Gupte, Numaan Sheikh, Abhishek Reddy  "
Courage Under Fire,tt1907761,1996,6.6,"Action, Drama, Mystery, Thriller, War  ","Denzel Washington, Meg Ryan, Lou Diamond Phillips  "
De De Pyaar De,tt0115956,2019,6.5,"Comedy, Drama, Romance   ","Ajay Devgn, Tabu, Rakul Preet Singh  "
Khiladiyon Ka Khiladi,tt8647400,1996,6,"Action, Crime, Drama, Thriller  ","Akshay Kumar, Rekha, Raveena Tandon  "
Bluffmaster,tt0246729,2005,6.6,"Comedy, Crime, Drama, Romance, Thriller ","Abhishek Bachchan, Priyanka Chopra Jonas, Rite...  "
Mumbai Meri Jaan,tt0476527,2008,7.7,Drama  ,"Paresh Rawal, Kay Kay Menon, Irrfan Khan  "
Chamatkar,tt1266583,1992,6.5,"Comedy, Drama, Fantasy","['Naseeruddin ShahAmar Kumar alias Marco', 'Shah Rukh KhanSunder Srivastava', 'Urmila MatondkarMala Kumar(as Urmila)']"
Dor,tt0126234,2006,7.9,Drama,"['Ayesha TakiaMeera', 'Shreyas TalpadeBehroopiya', 'Gul PanagZeenat Fatima']"
Kis Kisko Pyaar Karoon,tt0824316,2015,5.6,"Comedy, Romance","['Kapil SharmaShiv Ram Kishan Kumar', 'Simran Kaur MundiSimran', 'Manjari FadnnisJuhi(as Manjari Fadnis)']"
Main Khiladi Tu Anari,tt4302956,1994,6.5,"Action, Comedy, Drama","['Akshay KumarPolice Inspector Karan Joglekar', 'Saif Ali KhanDeepak Kumar', 'Shilpa Shetty KundraMona(as Shilpa Shetty)â€¦']"
Hunterrr,tt0110438,2015,7,"Comedy, Romance","['Gulshan DevaiahMandar Ponkshe', 'Radhika ApteTripti', 'Sai TamhankarJyotsana Surve']"
Jannat: In Search of Heaven...,tt4333674,2008,6.9,"Crime, Drama, Romance","['Emraan HashmiArjun Dixit', 'Sonal ChauhanZoya', 'Swatantra Bharat']"
