Title,IMDB id,Year,Rating,Genre,Top_cast
Kya Kehna,tt0250483,2000,5.8,"Drama, Romance","['Preity G ZintaPriya Baxi(as Preity Zinta)', 'Saif Ali KhanRahul Modi', 'Chandrachur SinghAjay']"
The Bunny Game,tt1522846,2011,3.3,Horror,"['Rodleen GetsicBunny', 'Jeff F. RenfroHog(as Jeff Renfro)', 'Drettie PageMartyr']"
Chef,tt2883512,2014,7.3,"Adventure, Comedy, Drama","['Jon FavreauCarl Casper', 'Robert Downey Jr.Marvin', 'Scarlett JohanssonMolly']"
Charlie and the Chocolate Factory,tt0367594,2005,6.7,"Adventure, Comedy, Family","['Johnny DeppWilly Wonka', 'Freddie HighmoreCharlie Bucket', 'David KellyGrandpa Joe']"
Khichdi: The Movie,tt1738293,2010,7.3,"Comedy, Family","[""Anang DesaiTulsidas 'Babuji' Parekh"", 'Supriya PathakHansa P. Parekh', 'Rajeev MehtaPraful T. Parekh']"
Hello,tt0064418,1969,7,"Adventure, Comedy, Musical","Barbra Streisand, Walter Matthau, Micheal Crawford"
Rock on 2,tt2137241,2016,4.9,"Drama, Music","['Farhan AkhtarAditya Shroff', 'Shraddha KapoorJiah Sharma', 'Arjun RampalJoseph Mascarenhas']"
Marigold,tt0329354,2007,4.8,"Comedy, Music, Romance","['Salman KhanPrem Rajput', 'Ali LarterMarigold Lexton', 'Nandana SenJaanvi']"
Procession of Memories,tt0070935,1973,7.3,"Action, Drama, Musical","['DharmendraShankar', 'Zeenat AmanSunita', 'Vijay AroraVijay']"
Kya Dilli Kya Lahore,tt2063745,2014,7.3,"Drama, History, War","['Vijay RaazRehmat Ali', 'Manu Rishi ChadhaSamarth Pratap(as Manu Rishi)', 'Raj ZutshiBarfi Singh(as Rajendranath Zutshi)']"
Umrao Jaan,tt0083248,1981,7.7,"Drama, Musical, Romance","['RekhaAmiran', 'Farooq ShaikhNawab Sultan(as Farouque Shaikh)', 'Naseeruddin ShahGohar Mirza']"
Prince of Persia: The Sands of Time,tt0473075,2010,6.6,"Action, Adventure, Fantasy","['Jake GyllenhaalDastan', 'Gemma ArtertonTamina', 'Ben KingsleyNizam']"
Prahaar: The Final Attack,tt0102701,1991,8,"Drama, Thriller, Action","['Nana PatekarMajor Chauhan', 'Dimple KapadiaKiran', ""Gautam JoglekarPeter D'Souza""]"
Aalavandhan,tt0294264,2001,7.2,"Action, Crime, Thriller","['Kamal HaasanNandhakumarâ€¦', 'Raveena TandonTejaswini', 'Manisha KoiralaSharmilee']"
Shakti,tt0084667,1982,7.6,"Action, Crime, Drama","['Dilip KumarDCP Ashwini Kumar', 'Amitabh BachchanVijay A. Kumar', 'Rakhee GulzarSheetal Ashwini Kumar']"
Youngistaan,tt3514330,2014,5.2,"Drama, Romance","['Jackky BhagnaniAbhimanyu Kaul(as Jacky Bhagnani)', 'Neha SharmaAnwita Chauhan', 'Farooq Shaikh']"
Madea's Family Reunion,tt0455612,2006,5.3,"Comedy, Drama, Romance","['Tyler PerryMadeaâ€¦', 'Blair UnderwoodCarlos Armstrong', 'Lynn WhitfieldVictoria']"
Kabhi Kabhie,tt0248126,2001,7.4,"Drama, Musical, Romance","['Shah Rukh KhanRahul Raichand', 'KajolAnjali Sharma', 'Amitabh BachchanYashvardhan Raichand']"
Refugee,tt0250690,2000,5.2,"Drama, Musical, Romance","['Jackie Shroff', 'Suniel ShettyRanger Mohammad Ashraf', 'Abhishek Bachchan']"
Jhootha Hi Sahi,tt1322257,2010,6.2,"Comedy, Drama, Romance","['John AbrahamSiddharth Aryaâ€¦', 'Paakhi A. TyrewalaMishka(as Pakhi Tyrewala)', 'Raghu RamOmar']"
Bichhoo,tt0252277,2000,5,"Action, Crime, Drama","['Bobby DeolJeeva', 'Rani MukerjiKiran Bali(as Rani Mukherji)', 'Ashish VidyarthiDevraj Khatri']"
Kahin Pyaar Na Ho Jaaye,tt0268401,2000,4.4,"Comedy, Drama, Musical","['Kashmira ShahNeelu', 'Salman KhanPrem Kapoor', 'Jackie ShroffTiger']"
Zeher,tt0451983,2005,5.6,"Crime, Drama, Mystery","['Emraan HashmiSiddharth Mehra(as Emran Hashmi)', 'Shamita ShettySonia Mehra', 'Udita GoswamiAnna Verghese']"
Mere Baap Pehle Aap,tt1170404,2008,5.5,"Comedy, Drama, Romance","['Akshaye KhannaGaurav J. Rane', 'Paresh RawalJanardhan Vishamber Rane', ""Genelia DeshmukhSheekha N. Kapoor""]"
Om Jai Jagadish,tt0327071,2002,5.5,"Drama, Musical, Romance","['Waheeda RehmanSaraswati Batra', 'Anil KapoorOm Batra', 'Fardeen KhanJai Batra']"
Nobody's Fool,tt8097306,2018,5,"Comedy, Drama, Romance","['Tiffany HaddishTanya', 'Tika SumpterDanica', 'Omari HardwickFrank']"
Tezaab,tt0096252,1988,6.9,"Action, Crime, Drama","['Anil KapoorMahesh Deshmukh', 'Madhuri DixitMohini', ""Anupam KherShyamlal""]"
Darna Zaroori Hai,tt0476649,2006,5.4,Horror,"['Amitabh BachchanProfessor', 'Riteish DeshmukhStudent(as Ritesh Deshmukh)', 'Arjun RampalMan asking for phone call']"
Rang Rasiya,tt1239276,2008,7,"Biography, Drama, Romance","['Randeep HoodaRaja Ravi Verma', 'Nandana SenSugandha', 'Paresh RawalGovardhandas']"
Cash,tt0098439,1989,6.4,"Action, Comedy, Crime","['Sylvester StalloneTango', 'Kurt RussellCash', 'Teri HatcherKiki']"
Apna Sapna Money Money,tt0098439,1989,6.4,"Action, Comedy, Crime","['Sylvester StalloneTango', 'Kurt RussellCash', 'Teri HatcherKiki']"
Kyo Kii... Main Jhuth Nahin Bolta,tt0297241,2001,5.4,"Action, Comedy, Drama","['GovindaRaj Malhotra', 'Sushmita SenSonam', 'RambhaTara']"
Sarkar 3,tt5742874,2017,4.9,"Action, Crime, Drama","Amitabh Bachchan, Yami Gautam, Manoj Bajpayee"
Crook: It's Good to Be Bad,tt1753640,2010,5.1,"Action, Crime, Drama","['Emraan HashmiJai Dixitâ€¦', 'Neha SharmaSuhani', 'Arjan BajwaSamarth']"
Raju Chacha,tt0271748,2000,5.1,"Action, Comedy, Drama","['KajolAnna', 'Ajay DevgnShekharâ€¦', 'Rishi KapoorSiddhant Rai']"
Ek Aur Ek Gyarah: By Hook or by Crook,tt0354538,2003,5.3,"Action, Comedy, Crime","['Sanjay DuttSitara', 'GovindaTara', 'Amrita AroraPriti']"
Deshdrohi,tt14845934,2005,1.9,Drama,"['Nirmal AulakhInspector Shera', 'Sonali OberoiRuby', 'Dalbir SinghKaram Chand Deshdrohi']"
The Blue Umbrella,tt2616880,2013,7.5,"Animation, Short, Drama",['Sarah JaffeVocal performance by']
Dil Maange More!!!,tt0328729,2004,5.2,"Musical, Romance","['Shahid KapoorNikhil Mathur', 'Ayesha TakiaShagun', 'Tulip JoshiSara']"
Khuda Gawah,tt0104607,1992,6.5,"Action, Adventure, Drama","['Amitabh BachchanBaadshah Khan', 'SrideviBenazirâ€¦', 'Nagarjuna AkkineniInsp. Raja Mirza(as Nagarjuna)']"
The Sky Is Pink,tt8902990,2019,7.6,"Drama, Romance","['Priyanka Chopra JonasAditi Chaudhary', 'Farhan AkhtarNiren Chaudhary', 'Zaira WasimAisha Chaudhary']"
Krantiveer,tt0110280,1994,7.4,"Action, Crime, Drama","['Nana PatekarPratap Narayan Tilak', 'Dimple KapadiaMegha Dixit', 'Atul AgnihotriAtul Dhayal(as Atul Agnihotree)']"
Aval,tt27470474,2023,7.5,"Crime, Thriller","Lakshmi Gopalasamy, Kalidas Jayaram, Rebaca Monica, John"
Hamara Dil Aapke Paas Hai,tt0255212,2000,5.5,"Action, Drama, Romance","['Anil KapoorAvinash', 'Aishwarya Rai BachchanPreeti Vyas(as Aishwarya Rai)', 'Sonali BendreKhushi Malhotra']"
Shagird,tt1828289,2011,7,"Action, Crime, Drama","['Nana PatekarSr. Inspector Hanumant Singh', 'Mohit AhlawatS.I. Mohit Kumar', 'Rimi SenVarsha Mathur(as Rimi)']"
Karma,tt3267090,2013,7.2,"Short, Comedy","['Jennifer BestKarma', 'Erik BeachamSonny Johnson', 'Carmen DahlmanCatalina Cardinal']"
Missing,tt10855768,2023,7.1,"Drama, Mystery, Thriller","['Tim GriffinJames', 'Ava Zaria LeeYoung June(as Ava Lee)', 'Nia LongGrace']"
Shahenshah,tt0093949,1988,6.3,"Action, Adventure","['Amitabh BachchanInspector Vijay Kumar Srivastavaâ€¦', 'Meenakshi SheshadriShalu', 'Aruna IraniJulie']"
Laila Majnu,tt8011276,2018,7.7,"Drama, Romance","['Avinash TiwaryQais Bhatâ€¦', 'Triptii DimriLaila(as Tripti Dimri)', 'Sumit KaulIbbanâ€¦']"
Aankhen,tt0306434,2002,7.4,"Crime, Drama, Thriller","['Amitabh BachchanVijay Singh Rajput', 'Akshay KumarVishwas Prajapati', 'Sushmita SenNeha Srivastav']"
Dushman,tt0189492,1998,6.8,"Action, Crime, Drama","['KajolSoniaâ€¦', 'Sanjay DuttMajor Suraj Singh Rathod', 'Ashutosh RanaGokul Pandit']"
Beyond the Clouds,tt0114086,1995,6.4,"Drama, Romance","['Fanny ArdantPatricia', 'Chiara CaselliMistress', 'IrÃ¨ne JacobThe Girl']"
Kyun! Ho Gaya Na...,tt0349703,2004,4.3,"Comedy, Drama, Romance","['Amitabh BachchanRaj Chauhan (Uncle)', 'Vivek OberoiArjun Khanna', 'Aishwarya Rai BachchanDiya Malhotra(as Aishwarya Rai)']"
Style,tt2568862,2017,6.6,"Comedy, Crime","['Michael CaineJoe Harding', 'Alan ArkinAlbert Garner', 'Ann-MargretAnnie Santori']"
Milenge Milenge,tt0443331,2010,4,"Drama, Romance","['Kareena KapoorPriya Malhotra', ""Shahid KapoorAmit 'Immy' T. Kapoor"", 'Aarti ChhabriaSofiya Rajeev Arora']"
Well Done Abba!,tt1397492,2009,7.2,Comedy,"['Boman IraniArmaan Aliâ€¦', 'Minissha LambaMuskan Ali', 'Sammir DattaniArif Ali']"
Tridev,tt0100816,1989,6.5,"Action, Crime, Drama","['Sunny DeolKaran Saxena', 'Naseeruddin ShahJai Singh', 'Jackie ShroffRavi Mathur']"
Musafir,tt0430381,2004,5.6,"Action, Crime, Drama","['Anil KapoorLucky', 'Sameera ReddySam', 'Aditya PancholiInspector Tiger']"
Jalebi,tt8426854,2018,6.1,"Drama, Romance","['Rhea ChakrabortyMiss Aisha Pradhan', 'Varun MitraDev Mathur', 'Digangana SuryavanshiAnu D Mathur']"
Khiladi 420,tt0255305,2000,5.2,"Action, Romance, Thriller","['Akshay Kumar', 'Mahima ChaudhryRitu Bhardwaj', ""Antara MaliMonica D'Souza""]"
Soni,tt18259086,2018,7.1,"Crime, Drama","Geetika Vidya Ohlyan, Saloni Batra, Vikas Shukula"
Phir Milenge,tt0422950,2004,6.2,Drama,"['Salman Khan', 'Abhishek Bachchan', 'Shilpa Shetty KundraTamanna Sahni']"
1920: Evil Returns,tt2222550,2012,4.9,"Drama, Horror, Romance","['Aftab ShivdasaniJaidev Verma', 'Tia Bajpai', 'Sharad KelkarAmar']"
Akaash Vani,tt2423132,2013,6.3,"Drama, Romance","['Kartik AaryanAkaash', 'Nushrratt BharucchaVani(as Nushrat Bharucha)', 'Sunny SinghRavi(as Sunny Singh Nijjar)']"
Pihu,tt8458202,2016,6.7,"Drama, Thriller","['Rahul Bagga', 'Pihu Myra VishwakarmaPihu', ""Prerna VishwakarmaPihu's mother""]"
Sixteen,tt0088128,1984,7,"Comedy, Romance","['Molly RingwaldSamantha', 'Anthony Michael HallGeek', 'Justin HenryMike Baker']"
Mirza's Lady,tt4940456,2016,4.6,"Action, Drama, Fantasy","['Harshvardhan KapoorMunishâ€¦', 'Saiyami KherSuchitra', 'Art Malik']"
Devdas,tt0238936,2002,7.5,"Drama, Musical, Romance","['Shah Rukh Khan', 'Madhuri Dixit', ""Aishwarya Rai Bachcha""]"
Ek Paheli Leela,tt4500734,2015,3.8,"Mystery, Romance, Thriller","['Sunny LeoneLeelaâ€¦', 'Rahul DevBhairav', 'Mohit AhlawatRanveer']"
Brahman Naman,tt5240748,2016,5.5,Comedy,"['Shashank AroraNaman', 'Tanmay DhananiaAjay', 'Chaitanya VaradRamu']"
Suhaag,tt0111308,1994,5.7,"Action, Comedy, Drama","['Ajay Devgn', 'Akshay KumarRaj Sinha', 'Karisma KapoorPooja(as Karishma Kapoor)']"
Aiyyaa,tt2255934,2012,4.4,"Comedy, Romance","['Rani Mukerji', 'Prithviraj SukumaranSurya', ""Nirmiti SawantAai""]"
Saaransh,tt0088031,1984,8.1,Drama,"['Anupam KherB.V. Pradhan', 'Rohini HattangadiParvati Pradhan(as Rohini Hattangady)', 'Soni RazdanSujata Suman']"
Hawaa Hawaai,tt3501994,2014,7.3,"Drama, Family, Sport","['Makrand Deshpande', 'Partho A. GupteArjun Harishchandra Waghmare', 'Devraya GoleMauli']"
Mr. X,tt26258714,,,"Action, Thriller","Manju Warrier, Arya, R.Sarathkumar"
Do Ankhen Barah Haath,tt0050322,1957,8.4,"Comedy, Crime, Drama","['Shantaram Rajaram VankudreJailer Adinath(as V. Shantaram)', 'SandhyaChampa', 'UlhasShanker Passi(as Ullhas)']"
Joy: The Real Love Story,tt0995840,2007,2.4,"Drama, Romance, Thriller","[""Himesh Reshammiya"", 'Hansika Motwani', 'Mallika Sherawat']"
The Jewel Thief,tt27447330,2023,6.5,"Documentary, Crime, Mystery","['Joe BarlamUniformed Police Officer', 'James DaleSwat officer', 'Joseph FloreGerald Blanchard']"
Raaz Reboot,tt5639388,2016,4.4,"Horror, Mystery, Romance","['Emraan HashmiAditya', 'Kriti KharbandaShaina', 'Suzanna MukherjeeShreya']"
"Good Boy, Bad Boy",tt0489486,2007,3.9,"Comedy, Musical","['Tusshar KapoorRajan P. Malhotra', 'Emraan HashmiRaju P. Malhotra', 'Isha SharvaniRashmi D. Awasthi']"
Do Bigha Zamin,tt0045693,1953,8.3,Drama,"['Balraj SahniShambu Maheto', 'Nirupa RoyParvati (Paro) Maheto', 'Ratan KumarKanhaiya Maheto(as Rattan Kumar)']"
Samay: When Time Strikes,tt0384491,2003,7,"Crime, Mystery, Thriller","['Sushmita SenACP Malvika Chauhan', 'Lucy BartholomewRitika Sabharwal', 'Tushar DalviDr. Ravi']"
Seeta Aur Geeta,tt0078222,1972,6.9,"Adventure, Comedy, Drama","['DharmendraRaka', 'Sanjeev KumarRavi', 'Hema Malini']"
Bhoomi,tt10893170,2021,4.7,"Action, Drama","['Jayam RaviBhoominathan', 'Nidhhi Agerwal', 'CricknowleShivalik']"
Yeh Lamhe Judaai Ke,tt0385351,2004,3.1,"Drama, Mystery, Romance","['Shah Rukh KhanDushant', 'Raveena TandonJaya', 'Navneet NishanNisha']"
Aks,tt0289845,2001,5.8,"Action, Crime, Horror","['Amitabh BachchanInsp. Manu Verma', 'Raveena TandonNeeta', 'Manoj BajpayeeRaghavan Ghatge(as Manoj Bajpai)']"
Makdee,tt0341455,2002,7.5,"Comedy, Family, Fantasy","['Shabana AzmiMakdee', 'Shweta Basu PrasadChunni', 'Makrand DeshpandeKallu']"
Behen Hogi Teri,tt6537508,2017,5.6,Comedy,"['Rajkummar RaoGattu', 'Shruti HaasanBinny', 'Gautam GulatiRahul']"
"Gandhi, My Father",tt0459293,2007,7.3,"Biography, Drama, History","['Akshaye KhannaHarilal Gandhi', 'Darshan JariwalaMohandas Karamchand Gandhi', 'Shefali ShahKasturba Gandhi']"
Babumoshai Bandookbaaz,tt6711660,2017,6.9,"Action, Comedy, Crime","['Nawazuddin SiddiquiBabu Bihari', 'Bidita BagFulva', 'Jatin GoswamiBanke Bihari']"
Union Leader,tt6395306,2017,7.1,Drama,"['Rahul BhatJay', 'Tillotama ShomeGeeta', 'Prashant BarotSatish']"
Hawaizaada,tt4338154,2015,5.5,"Biography, Drama","['Naman JainNarayan Talpade', 'Mithun ChakrabortySubbaraya Shastry', 'Samir ChandraStage Owner']"
Dil Hai Tumhaara,tt0328998,2002,5.5,"Drama, Romance","['RekhaSaritaji', 'Preity G ZintaShalu(as Preity Zinta)', 'Arjun RampalDev Khanna']"
Bobby,tt0308055,2006,7,"Biography, Drama, History","['Anthony HopkinsJohn', 'Demi MooreVirginia', 'Sharon StoneMiriam Ebbers']"
Bandhan,tt0273452,1998,4.8,"Action, Drama, Romance","['Jackie ShroffThakur Suraj Pratap', 'Salman KhanRaju', 'RambhaJyoti']"
Nishabd,tt0824375,2007,5.4,Drama,"['Amitabh BachchanVijay', 'Jiah KhanJiah', 'RevathiAmrita(as Revathy)']"
Waiting,tt0348333,2005,6.7,Comedy,"['Ryan ReynoldsMonty', 'Anna FarisSerena', 'John Francis DaleyMitch']"
Tango Charlie,tt0444913,2005,6.1,"Action, Adventure, Drama","['Ajay DevgnHavaldar ', 'Bobby DeolSepoy ', ""Habib Mithiborwala""]"
Hadh Kar Di Aapne,tt0244528,2000,5.3,"Comedy, Romance","['GovindaRaj Malhotraâ€¦', 'Rani MukerjiAnjali Khanna', 'Johny LeverFatherâ€¦']"
Hotel Salvation,tt5997928,2016,7,"Comedy, Drama","['Adil HussainRajiv', 'Lalit BehlDaya', 'Geetanjali KulkarniLata']"
Ek Ajnabee,tt0457875,2005,5.3,"Action, Crime, Drama","['Amitabh BachchanCol. Suryaveer Singh', 'Arjun RampalShekhar Verma', 'Perizaad ZorabianNikasha R. Rathore']"
Revolver Rani,tt3290688,2014,4.6,"Action, Comedy, Crime","['Kangana RanautAlka Singh (Revolver Rani)', 'Vir DasRohan Mehra', 'BackagaindancerRajkumar']"
Delhi Safari,tt1172587,2012,5.5,"Animation, Adventure, Comedy","['GovindaBajrangi(voice)', 'Akshaye KhannaAlex(voice)', 'Urmila MatondkarBegum(voice)']"
Dil Ka Rishta,tt0330217,2003,4.8,"Drama, Musical, Romance","['Arjun RampalJai Mehta', 'Aishwarya Rai BachchanTia Sharma(as Aishwarya Rai)', 'Priyanshu ChatterjeeRaj Sharma']"
Army,tt0993840,2021,5.8,"Action, Crime, Drama","['Dave BautistaScott Ward', 'Ella PurnellKate Ward', 'Ana de la RegueraMaria Cruz']"
Dum,tt13957560,2023,6.9,"Biography, Comedy, Drama","['Paul DanoKeith Gill', 'Pete DavidsonKevin Gill', ""Vincent D'OnofrioSteve Cohen""]"
Jaanam Samjha Karo,tt0226847,1999,4.8,"Drama, Romance","['Salman KhanRahul', 'Urmila MatondkarChandni', ""Jaspal BhattiIshwar Singh ('Tubby') - Rahul's Secretary""]"
Alone,tt7711170,2020,6.2,"Drama, Horror, Mystery","['Jules WillcoxJessica', 'Marc MenchacaMan', 'Anthony HealdRobert']"
Aa Ab Laut Chalen,tt0149568,1999,5.3,"Musical, Romance, Drama","['Rajesh KhannaBalraaj Khanna', 'Akshaye KhannaRohan Khanna', 'Aishwarya Rai BachchanPooja Walia(as Aishwarya Rai)']"
Hisss,tt1244093,2010,2.9,"Comedy, Drama, Horror","['Mallika SherawatSnake Woman', 'Irrfan KhanVinkram Gupta', 'Jeff DoucetteGeorge States']"
Aradhana,tt0065416,1969,7.6,"Drama, Musical, Romance","['Rajesh KhannaArunâ€¦', 'Sharmila TagoreVandhana Tripathi', 'Sujit KumarMadan Verma']"
Khushi,tt0248126,2001,7.4,"Drama, Musical, Romance","['Shah Rukh KhanRahul Raichand', 'KajolAnjali Sharma', 'Amitabh BachchanYashvardhan Raichand']"
Oh Darling Yeh Hai India,tt0114031,1995,4,Comedy,"['Shah Rukh KhanHero', 'Deepa SahiMiss India', 'Jaaved JaaferiPrince of Don(as Javed Jaffrey)']"
India's Most Wanted,tt8484942,2019,4.7,"Action, Adventure, Thriller","['Arjun KapoorPrabhat Kumar', 'Sudev NairYusuf', 'Preet BhullarISI Agent']"
Dus Kahaniyaan,tt0823451,2007,5.7,Drama,"['Arbaaz KhanRahul Sarin ', 'Mandira BediPooja', 'Sudhanshu Pandey']"
Ujda Chaman,tt11046300,2019,6.9,Comedy,"['Sunny SinghChaman Kohli', 'Maanvi GagrooApsara', 'Karishma SharmaAaina']"
Yaarana,tt0083349,1981,6.9,"Action, Comedy, Drama","['Amitabh BachchanKishan Kumar', 'Neetu SinghKomal', 'Tanuja SamarthSheela(as Tanuja)']"
Ardh Satya,tt0085178,1983,8.1,"Crime, Drama","['Om PuriSub-Inspector Anant Velankar', 'Smita PatilJyotsna Gokhale', 'Amrish PuriFaujdar Velankar']"
Chandni,tt0097045,1989,6.7,"Drama, Musical, Romance","['SrideviChandni Mathur', 'Rishi KapoorRohit Gupta', 'Vinod KhannaLalit Khanna']"
A Classic Horror Story,tt12877640,2021,5.7,"Drama, Horror, Mystery","['Matilda Anna ', 'Francesco RussoFabrizio', 'Peppino MazzottaRiccardo']"
Trauma,tt6705640,2017,4.8,"Action, Drama, Horror","['Catalina MartinAndrea', 'Macarena CarrereCamila', 'Dominga BofillMagdalena']"
Ek Rishtaa: The Bond of Love,tt0284083,2001,5.2,Drama,"['Amitabh BachchanVijay Kapoor', 'Rakhee GulzarPratima Kapoor', 'Akshay KumarAjay Kapoor']"
Paathshaala,tt1194236,2010,5,"Drama, Family","['Nana Patekar', 'Shahid Kapoor', 'Ayesha Takia']"
Love Ke Liye Kuch Bhi Karega,tt0287537,2001,6,"Comedy, Crime, Romance","['Saif Ali KhanPrakash', 'Fardeen KhanRahul Kapoor', ""Aftab ShivdasaniHarilal 'Harry'""]"
Ankur Arora Murder Case,tt2912578,2013,6.5,"Drama, Thriller","['Kay Kay MenonDr. Asthana', 'Visshesh TiwariAnkur Arora(as Vishesh Tiwari)', 'Tisca ChopraNandita Arora']"
Aashiqui 2,tt2203308,2013,7.1,"Drama, Music, Musical","['Aditya Roy KapoorRahul Jaykar', 'Shraddha KapoorArohi Keshav Shirke', 'Shaad RandhawaVivek']"
All Is Well,tt7776430,2018,6.5,Drama,"['Aenne SchwarzJanne', 'Andreas ', 'Hans LawMartin']"
Hum Aapke Dil Mein Rehte Hain,tt0189592,1999,5.5,"Drama, Romance","['Anil KapoorVijay', 'KajolMegha', 'Anupam KherMr. Vishwanath']"
Aashiq Banaya Aapne: Love Takes Over,tt0477253,2005,4.4,"Drama, Romance, Thriller","[""Emraan HashmiVikram 'Vicky' Mathur"", 'Tanushree DuttaSneha', 'Sonu SoodKaran Oberoi']"
Ziddi,tt0120551,1997,5.9,"Action, Drama","['Sunny DeolDeva Pradhan', 'Raveena TandonJaya', 'Anupam KherAdvocate Ashok Pradhan']"
Diljale,tt0286593,1996,5.8,"Action, Drama, Romance","['Ajay Devgn', 'Sonali BendreRadhika', 'Amrish PuriDara']"
It's a Wonderful Afterlife,tt1319716,2010,5.4,"Comedy, Drama, Fantasy","['Sanjeev BhaskarCurry Man (Mr. Bhatti)', 'Steve MorphewA&E Doctor', 'Steve JonesEarnest Reporter']"
Zubeidaa,tt0255713,2001,6.6,"Biography, Drama, History","['Karisma KapoorZubeida', 'RekhaMandira Devi', 'Manoj BajpayeeRaja Vijendra Singh(as Manoj Bajpai)']"
Sangam,tt0058547,1964,7.3,"Drama, Musical, Romance","['Raj Kapoor', 'Rajendra Kumar ', 'VyjayanthimalaRadha']"
Namak Haraam,tt0070434,1973,7.2,Drama,"['Rajesh KhannaSomnath ', 'Amitabh BachchanVikram (Vicky) Maharaj', 'Simi GarewalManisha']"
Ghost,tt0099653,1990,7.1,"Drama, Fantasy, Romance","Patrick Swayze, Demi Moore, Whoopi Goldberg"
1920 London,tt5638500,2016,4.1,"Horror, Mystery","['Sharman JoshiJai Singh Gujjar', 'Meera ChopraShivangi', 'Vishal KarwalVeer']"
Neal 'n' Nikki,tt0470869,2005,3.2,"Comedy, Musical, Romance","['Uday ChopraGurneal  ', ""Tanishaa Mukerji"", 'Abhishek Bachchan']"
Sahib Bibi Aur Ghulam,tt0056436,1962,8.1,"Drama, Musical","['Meena Kumari', ""Guru DuttAtulya "", 'Rehman KhanChhote ']"
Miss Bala,tt5941692,2019,5.8,"Action, Crime, Drama","['Gina RodriguezGloria', 'Thomas DekkerMakeup Supervisor', 'Vivian ChanFashion Designer']"
Mohalla Assi,tt4949324,2015,6.6,"Comedy, Drama","['Sunny DeolDharamnath Pandey', 'Sakshi TanwarSavitri Pandey', 'Ravi KishanKanni Guru Guide']"
Daddy,tt0142342,1999,6.4,"Comedy, Drama","['Adam SandlerSonny Koufax', 'Joey Lauren AdamsLayla Maloney', 'Jon StewartKevin Gerrity']"
Rajma Chawal,tt6747420,2018,5.7,"Comedy, Drama, Family","['Rishi KapoorRaj Mathur', 'Amyra DasturSeherâ€¦', 'Mukesh ChhabraAnoop Ji']"
Mujhse Dosti Karoge!,tt0272736,2002,5.1,"Comedy, Drama, Family","['Hrithik RoshanRaj Khanna', 'Kareena KapoorTina Kapoor', 'Rani MukerjiPooja Sahani']"
Khubsoorat,tt0244585,1980,7.6,"Comedy, Drama, Family","['Ashok KumarDwarka Prasad Gupta', 'RekhaManju Dayal', 'Rakesh RoshanInder Gupta']"
Chameli Ki Shaadi,tt0090812,1986,7.5,"Comedy, Drama, Romance","['Anil KapoorCharandas', 'Amrita SinghChameli', 'Om PrakashUstad Mastram Pehalwan']"
Traffic Signal,tt0819810,2007,6.6,Drama,"['Kunal KemmuSilsila(as Kunal Khemu)', 'Nitu ChandraRani', 'Upendra LimayeManya Langda']"
Dil Ne Jise Apna Kaha,tt0396563,2004,4.4,"Drama, Romance","['Salman KhanRishabh', 'Preity G ZintaDr. Parineeta(as Preity Zinta)', 'Bhoomika ChawlaDhani']"
Mard,tt0089552,1985,6.2,"Action, Comedy, Drama","['Amitabh BachchanRaju Singh (Mard)', 'Amrita SinghRuby', 'Nirupa RoyRani Durga Singh']"
Amar Prem,tt13751982,2020,4.6,Drama,"['Kundan Bhardwaj', 'Chandrima Banerjee', 'Kajal ChauhanChhoti ']"
Teen Patti,tt1183917,2010,4.2,"Crime, Drama, Thriller","['Amitabh Bachchan', 'Madhavan', 'Shraddha Kapoor']"
Notebook,tt0332280,2004,7.8,"Drama, Romance","['Gena RowlandsAllie Calhoun', 'James GarnerDuke', 'Rachel McAdamsAllie']"
Chittagong,tt1785333,2012,7.3,"Action, Drama, War","['Manoj BajpayeeSurya Sen(as Manoj Bajpai)', 'Barry JohnWilkinson', 'Delzad HiwaleJhunku Roy']"
Naseeb,tt0082797,1981,7.1,"Action, Musical, Romance","['Amitabh BachchanJohn Jaani Janardhan', 'Shatrughan SinhaVicky (Vikram)', 'Rishi KapoorSunny']"
Waqt Hamara Hai,tt0290331,1993,5.9,"Action, Comedy, Romance","['Akshay Kumar', 'Suniel ShettySunil ', 'Ayesha JhulkaAyesha Vidrohi']"
Zameen,tt0986264,2007,8.3,"Drama, Family","['Darsheel SafaryIshaan', 'Aamir KhanNikumbh Sir', 'Tanay ChhedaRajan']"
Koshish,tt0215911,1972,8.4,Drama,"['Sanjeev Kumar', 'Jaya Bachchan', ""Govardhan AsraniKanu""]"
Aarzoo,tt0284811,1999,5,"Action, Drama, Romance","['Madhuri DixitPooja Nath', 'Akshay KumarVijay Khanna', 'Saif Ali KhanAmar']"
Pakeezah,tt0067546,1972,7.2,"Musical, Romance, Drama","['Ashok KumarShahabuddin', 'Meena Kumari', 'Raaj KumarSalim Ahmed Khan']"
Ab Tumhare Hawale Watan Saathiyo,tt0397882,2004,4.4,"Action, Drama, War","['Amitabh BachchanMajor General Amarjeet Singh', 'Akshay KumarMajor Rajeev Singh', 'Bobby Deol']"
Ramayana: The Legend of Prince Rama,tt0259534,1993,9.2,"Animation, Action, Adventure","['Arun GovilRama(voice)', 'Nikhil KapoorRama(voice)', 'Edie MirmanSita']"
Chaalbaaz,tt0122427,1989,6.8,"Action, Comedy, Drama","['SrideviAnju ', 'Sunny DeolSuraj', 'RajinikanthJaggu(as Rajinikant)']"
